red,green,blue,label
615.90,567.50,579.00,ripe
592.00,564.10,564.50,ripe
610.30,574.70,559.00,ripe
590.90,538.00,528.60,ripe
585.80,550.10,537.00,ripe
581.60,528.10,525.50,ripe
602.60,535.70,524.60,ripe
609.60,549.40,558.10,ripe
623.80,571.20,556.20,ripe
636.20,617.90,612.80,ripe
656.20,630.30,625.70,ripe
654.70,613.00,597.20,ripe
629.70,597.00,589.10,ripe
635.10,590.70,594.30,ripe
641.70,603.60,606.30,ripe
648.00,600.90,600.60,ripe
647.70,607.20,606.50,ripe
651.90,607.00,609.90,ripe
650.80,610.30,605.90,ripe
651.10,623.70,619.90,ripe
635.20,570.60,557.80,ripe
600.30,554.40,559.90,ripe
643.10,581.40,532.30,ripe
601.10,522.20,495.30,ripe
566.40,514.80,535.50,ripe
602.40,548.90,524.10,ripe
578.90,490.90,482.20,ripe
577.20,493.00,486.30,ripe
579.30,494.80,485.00,ripe
568.60,477.10,471.20,ripe
565.80,482.70,484.10,ripe
569.60,493.20,488.70,ripe
570.30,489.90,477.40,ripe
560.80,480.80,474.50,ripe
578.30,500.80,493.80,ripe
600.40,509.60,496.80,ripe
598.90,513.50,511.50,ripe
615.20,535.10,530.50,ripe
620.60,543.30,541.90,ripe
627.90,546.50,537.30,ripe
628.70,545.10,534.60,ripe
625.10,554.80,561.70,ripe
651.30,597.90,595.20,ripe
656.70,589.80,590.00,ripe
639.00,561.20,554.50,ripe
518.80,458.70,435.50,unripe
463.70,407.70,396.00,unripe
473.80,415.70,403.40,unripe
488.60,419.10,391.60,unripe
475.70,413.70,396.40,unripe
475.90,414.20,401.80,unripe
463.10,403.30,396.70,unripe
446.80,406.00,403.80,unripe
466.10,427.90,422.40,unripe
470.50,432.20,429.50,unripe
490.30,458.20,452.20,unripe
485.60,452.10,447.00,unripe
492.70,463.40,438.40,unripe
454.80,417.00,403.20,unripe
458.30,443.10,450.60,unripe
562.10,542.50,549.70,unripe
626.40,522.40,456.30,unripe
434.60,398.70,403.10,unripe
485.10,470.00,489.80,unripe
572.40,519.30,476.40,unripe
500.70,446.30,422.80,unripe
435.60,400.90,390.30,unripe
453.20,430.60,437.00,unripe
494.30,460.50,460.10,unripe
511.50,477.80,472.50,unripe
513.10,487.60,484.40,unripe
516.20,505.20,512.10,unripe
549.00,522.10,515.40,unripe
542.20,486.90,463.70,unripe
487.70,453.00,448.90,unripe
495.20,460.00,456.40,unripe
497.00,452.70,436.90,unripe
482.90,418.70,401.20,unripe
454.80,393.20,361.30,unripe
435.80,386.00,373.30,unripe
440.50,384.50,367.70,unripe
455.30,400.60,385.00,unripe
442.80,382.30,367.50,unripe
443.80,383.50,363.60,unripe
430.80,380.60,390.60,unripe
508.00,452.80,442.10,unripe
533.80,477.80,470.30,unripe
582.80,495.10,470.30,unripe
558.70,468.90,438.20,unripe
518.30,446.70,431.40,unripe
529.10,462.60,436.90,unripe
482.50,439.50,429.60,unripe
506.50,451.60,433.30,unripe
502.90,458.90,449.70,unripe
527.60,471.50,456.70,unripe
525.10,469.20,467.60,unripe
558.80,494.90,461.10,unripe
510.20,456.00,443.10,unripe
492.30,451.10,448.00,unripe
523.80,472.50,458.80,unripe
557.10,483.00,465.40,unripe
567.80,486.10,468.60,unripe
548.60,482.30,487.60,unripe
590.70,517.90,500.90,unripe
630.40,565.90,594.30,unripe
742.70,658.70,640.00,unripe
745.40,648.10,632.30,unripe
742.90,659.80,631.10,unripe
717.30,612.30,593.20,unripe
691.00,576.80,542.70,unripe
627.40,535.20,513.50,unripe
604.20,512.50,490.90,unripe
574.40,503.30,485.60,unripe
551.90,481.50,477.00,unripe
612.80,533.50,533.00,unripe
686.60,596.20,599.60,unripe
734.50,636.80,618.00,unripe
719.40,632.00,612.50,unripe
704.80,614.10,603.70,unripe
688.70,603.00,597.90,unripe
687.20,596.10,574.30,unripe
646.60,562.30,542.20,unripe
586.10,499.20,489.80,unripe
565.30,498.30,491.40,unripe
532.30,466.00,439.90,unripe
487.50,468.10,484.10,unripe
587.20,510.70,510.70,unripe
671.70,586.90,581.90,unripe
726.20,609.10,587.30,unripe
716.70,601.40,578.10,unripe
669.50,563.50,541.80,unripe
636.00,558.90,555.90,unripe
645.80,584.90,601.80,unripe
716.90,658.70,642.90,unripe
690.40,607.80,558.00,unripe
590.90,522.30,508.30,unripe
562.90,474.70,448.40,unripe
470.50,432.10,424.50,unripe
447.00,425.80,439.80,unripe
506.20,480.20,483.10,unripe
551.60,521.40,528.90,unripe
624.10,558.70,546.90,unripe
628.90,536.60,501.90,unripe
582.90,516.70,498.20,unripe
600.60,526.70,505.10,unripe
577.40,508.20,506.40,unripe
635.50,579.20,556.30,unripe
617.90,561.80,542.20,unripe
602.80,549.10,528.00,unripe
607.00,559.70,545.90,unripe
638.30,568.70,556.70,unripe
651.40,571.60,559.20,unripe
648.60,558.20,536.10,unripe
626.10,545.30,524.10,unripe
604.90,528.60,517.60,unripe
642.70,548.50,510.10,unripe
573.10,506.30,493.20,unripe
571.90,503.60,484.10,unripe
571.50,499.70,486.90,unripe
549.50,469.10,449.70,unripe
494.80,452.40,442.30,unripe
520.00,497.50,506.00,unripe
645.50,586.30,582.10,unripe
685.60,616.20,582.90,unripe
632.00,539.20,518.30,unripe
588.20,515.50,494.50,unripe
546.80,474.00,450.80,unripe
485.10,437.30,423.50,unripe
450.70,419.90,412.20,unripe
455.20,434.50,437.30,unripe
525.70,479.80,466.70,unripe
569.60,510.90,503.10,unripe
637.10,553.80,520.70,unripe
620.40,533.70,517.20,unripe
563.80,461.40,442.00,unripe
498.60,449.80,431.70,unripe
481.10,457.80,449.60,unripe
503.80,435.40,406.80,unripe
419.10,398.40,415.80,unripe
566.70,530.40,549.00,unripe
724.60,657.40,655.80,unripe
734.70,609.30,562.50,unripe
623.80,511.80,481.50,unripe
567.30,476.90,459.90,unripe
523.90,448.90,445.40,unripe
537.70,442.80,422.40,unripe
552.10,460.80,459.80,unripe
526.00,445.80,435.40,unripe
584.10,526.30,456.20,unripe
514.60,451.60,452.20,unripe
531.60,450.80,426.20,unripe
463.60,427.30,420.30,unripe
498.50,454.20,455.60,unripe
584.90,530.20,524.70,unripe
644.60,537.60,507.40,unripe
602.60,525.90,504.90,unripe
602.30,525.60,510.60,unripe
595.30,512.10,489.00,unripe
547.80,460.00,424.10,unripe
488.90,435.70,431.00,unripe
564.30,489.30,476.00,unripe
545.40,463.70,441.70,unripe
432.40,354.20,331.40,unripe
300.00,255.60,249.60,unripe
396.60,377.40,461.00,unripe
623.00,517.90,511.00,unripe
596.70,579.20,552.80,unripe
630.70,536.20,512.20,unripe
579.30,484.10,465.40,unripe
544.20,466.50,444.70,unripe
514.00,451.00,434.60,unripe
530.40,447.80,445.90,unripe
584.90,522.50,519.00,unripe
595.40,526.30,519.00,unripe
610.00,542.70,528.30,unripe
630.60,572.80,540.40,unripe
588.40,542.00,536.70,unripe
588.50,580.10,583.70,unripe
627.10,601.70,593.30,unripe
631.80,596.80,587.20,unripe
631.90,596.50,601.50,unripe
647.90,611.30,602.80,unripe
649.00,617.40,619.00,unripe
661.40,621.70,627.10,unripe
669.80,636.90,634.40,unripe
677.60,643.30,633.50,unripe
672.50,639.20,636.00,unripe
675.00,638.00,631.60,unripe
670.70,630.50,626.20,unripe
672.40,623.90,615.90,unripe
645.10,597.80,593.70,unripe
612.80,576.50,570.70,unripe
628.80,605.10,606.90,unripe
657.00,620.60,610.70,unripe
656.70,609.40,572.00,unripe
659.00,600.40,590.90,unripe
641.50,565.40,558.60,unripe
628.70,589.10,595.50,unripe
669.30,619.60,626.30,unripe
665.60,608.70,598.10,unripe
647.20,590.10,587.10,unripe
613.50,518.90,487.70,unripe
492.40,490.30,518.90,unripe
609.10,588.40,610.50,unripe
683.50,645.10,646.50,unripe
707.10,670.10,659.10,unripe
681.30,625.00,602.20,unripe
646.10,597.40,564.30,unripe
597.30,540.30,534.80,unripe
574.70,546.20,571.80,unripe
670.10,649.10,653.70,unripe
712.80,652.30,631.10,unripe
647.60,582.70,547.10,unripe
543.20,489.20,471.60,unripe
489.30,442.90,439.30,unripe
507.90,498.40,510.60,unripe
596.20,573.10,582.80,unripe
659.60,630.00,629.00,unripe
678.10,597.20,564.40,unripe
589.30,530.80,496.10,unripe
521.50,491.30,504.20,unripe
583.50,548.40,526.80,unripe
550.90,523.40,524.10,unripe
580.00,537.60,533.40,unripe
585.40,533.30,523.50,unripe
564.60,511.00,502.90,unripe
550.80,518.90,539.50,unripe
646.10,611.30,607.20,unripe
618.50,534.80,504.30,unripe
515.30,447.40,437.50,unripe
484.80,466.30,470.00,unripe
540.90,493.10,475.70,unripe
549.90,509.90,501.30,unripe
560.00,533.30,544.90,unripe
632.90,606.10,617.40,unripe
706.30,661.20,655.40,unripe
702.20,624.30,598.30,unripe
648.90,578.10,562.70,unripe
624.10,551.50,531.70,unripe
583.20,527.50,524.60,unripe
612.20,573.30,571.60,unripe
656.20,606.30,593.10,unripe
660.80,589.70,569.90,unripe
624.80,566.20,569.80,unripe
663.80,610.20,615.50,unripe
710.70,640.70,611.60,unripe
665.60,595.30,585.30,unripe
678.60,605.70,586.00,unripe
655.30,573.00,558.30,unripe
609.30,533.90,508.00,unripe
569.80,490.90,485.50,unripe
555.00,513.00,497.20,unripe
548.70,508.30,504.70,unripe
569.00,515.20,511.10,unripe
617.70,575.30,568.60,unripe
622.40,565.30,542.40,unripe
587.80,524.10,512.50,unripe
564.40,525.20,520.80,unripe
613.90,583.50,572.50,unripe
608.60,573.90,563.80,unripe
620.10,571.10,594.70,unripe
699.80,670.10,674.20,unripe
733.90,666.00,617.40,unripe
624.10,538.70,511.30,unripe
528.20,470.70,440.00,unripe
436.60,395.70,386.30,unripe
429.50,435.30,476.10,unripe
584.20,544.60,540.80,unripe
604.50,548.00,540.50,unripe
601.60,536.90,535.30,unripe
605.40,540.60,528.90,unripe
531.90,491.70,489.90,unripe
574.50,505.00,478.50,unripe
541.70,491.70,481.40,unripe
577.40,524.00,531.00,unripe
621.50,548.80,538.60,unripe
653.30,551.10,512.30,unripe
510.40,457.00,484.60,unripe
606.30,551.20,542.60,unripe
626.10,565.80,565.20,unripe
635.30,573.70,567.20,unripe
618.40,564.10,561.80,unripe
623.20,597.00,600.70,unripe
653.80,607.10,590.80,unripe
637.40,586.10,572.50,unripe
602.70,563.60,548.80,unripe
585.40,551.50,540.60,unripe
589.40,542.60,534.70,unripe
588.50,540.80,518.30,unripe
586.50,534.30,525.20,unripe
580.50,533.30,525.40,unripe
569.30,529.00,531.60,unripe
621.70,577.30,587.10,unripe
687.20,614.30,590.90,unripe
679.30,601.10,580.20,unripe
671.50,580.10,582.30,unripe
684.10,598.70,575.00,unripe
624.50,564.60,553.90,unripe
605.70,554.90,549.60,unripe
620.40,564.50,549.60,unripe
622.40,577.10,577.90,unripe
653.20,585.70,571.60,unripe
642.80,571.40,562.30,unripe
622.50,574.70,583.80,unripe
661.50,589.80,572.60,unripe
642.30,586.10,570.10,unripe
636.40,578.80,569.70,unripe
642.60,588.70,582.70,unripe
640.80,575.60,540.30,unripe
764.20,737.70,739.60,ripe
763.80,742.60,742.90,ripe
762.00,739.10,739.80,ripe
759.20,738.60,738.40,ripe
758.30,739.00,739.50,ripe
757.10,739.40,738.90,ripe
756.50,736.30,737.80,ripe
758.90,742.70,743.20,ripe
762.00,742.40,740.50,ripe
758.10,738.90,739.60,ripe
758.30,738.80,738.50,ripe
757.80,737.80,736.90,ripe
755.60,736.90,737.50,ripe
755.40,735.90,735.30,ripe
754.50,734.40,734.90,ripe
753.80,734.30,734.70,ripe
752.70,733.20,733.50,ripe
751.70,732.30,733.10,ripe
753.50,734.60,734.20,ripe
750.90,733.10,732.40,ripe
749.80,733.10,732.80,ripe
749.20,731.70,731.90,ripe
748.80,731.10,730.30,ripe
748.10,730.60,730.30,ripe
747.10,730.10,731.10,ripe
747.10,729.80,730.30,ripe
747.10,730.60,730.40,ripe
747.40,731.10,731.00,ripe
745.90,729.00,729.50,ripe
745.30,729.70,728.50,ripe
744.10,728.60,728.40,ripe
744.30,728.10,728.20,ripe
743.60,727.60,727.90,ripe
742.90,728.80,728.80,ripe
743.70,728.70,728.70,ripe
743.60,727.50,727.60,ripe
743.10,728.80,728.10,ripe
742.70,727.20,727.60,ripe
743.20,727.50,727.20,ripe
742.90,728.50,728.30,ripe
744.00,731.50,731.00,ripe
743.70,729.10,729.20,ripe
743.80,729.20,728.70,ripe
743.40,728.30,727.80,ripe
742.80,729.00,728.60,ripe
742.70,728.30,728.30,ripe
742.80,728.60,728.50,ripe
742.70,728.10,727.50,ripe
742.30,727.70,727.90,ripe
741.70,727.50,727.50,ripe
742.30,728.10,727.90,ripe
742.60,728.00,726.40,ripe
742.20,727.70,727.50,ripe
741.70,727.80,727.30,ripe
741.70,727.50,726.80,ripe
741.10,727.40,727.40,ripe
741.20,726.90,727.60,ripe
742.20,728.20,728.90,ripe
742.80,728.40,728.60,ripe
742.90,728.60,728.70,ripe
739.10,724.70,723.50,ripe
735.00,720.90,721.70,ripe
734.40,721.70,721.00,ripe
734.50,722.20,722.10,ripe
735.70,722.70,723.20,ripe
736.10,723.40,724.90,ripe
738.80,726.20,726.40,ripe
738.80,725.40,725.30,ripe
736.50,723.60,723.50,ripe
736.50,723.40,723.00,ripe
736.40,722.10,722.00,ripe
734.40,720.70,719.60,ripe
734.10,720.60,721.40,ripe
734.80,721.20,720.80,ripe
735.40,721.60,721.90,ripe
736.10,722.30,721.40,ripe
734.60,720.40,721.10,ripe
735.30,721.60,721.00,ripe
735.10,722.50,723.30,ripe
734.40,720.30,718.50,ripe
730.60,716.40,716.00,ripe
733.10,722.50,720.60,ripe
731.40,718.20,716.30,ripe
727.00,713.10,711.30,ripe
723.80,711.10,710.50,ripe
723.20,710.80,709.80,ripe
724.10,711.40,710.20,ripe
723.30,711.00,710.30,ripe
723.30,711.20,710.30,ripe
722.70,710.80,710.10,ripe
723.20,710.50,709.90,ripe
723.70,711.20,710.30,ripe
722.50,710.60,709.90,ripe
722.40,710.00,708.70,ripe
713.90,703.20,715.40,ripe
740.20,729.80,730.40,ripe
741.50,731.20,731.40,ripe
742.50,731.40,732.00,ripe
743.60,731.80,732.00,ripe
743.90,732.10,731.80,ripe
744.30,731.60,732.20,ripe
744.10,731.70,732.10,ripe
744.60,731.60,731.40,ripe
744.70,731.10,731.40,ripe
743.90,731.00,731.20,ripe
743.50,730.30,730.80,ripe
743.80,730.50,730.80,ripe
743.50,730.60,730.80,ripe
743.00,730.20,730.30,ripe
742.80,730.30,730.30,ripe
742.80,730.50,730.20,ripe
741.70,730.90,731.80,ripe
742.20,731.30,731.70,ripe
743.20,731.10,731.00,ripe
742.90,731.80,731.10,ripe
742.80,731.30,731.70,ripe
743.20,731.00,731.40,ripe
743.10,731.10,730.70,ripe
743.00,731.10,731.30,ripe
742.80,731.20,731.40,ripe
742.90,731.20,731.30,ripe
741.30,728.50,728.80,ripe
741.90,728.60,729.00,ripe
742.50,728.60,728.50,ripe
741.90,728.80,728.80,ripe
741.80,728.60,729.20,ripe
742.20,729.30,729.00,ripe
741.80,729.30,728.50,ripe
741.50,728.70,728.90,ripe
741.50,728.40,728.30,ripe
741.80,728.60,728.50,ripe
741.70,729.20,729.30,ripe
741.80,729.30,729.50,ripe
733.50,710.80,703.10,ripe
740.80,727.70,728.10,ripe
741.50,728.20,728.40,ripe
741.70,728.70,728.80,ripe
741.40,728.70,728.60,ripe
742.10,728.50,729.30,ripe
741.60,728.10,728.00,ripe
738.70,722.90,723.70,ripe
740.40,726.30,726.70,ripe
742.70,728.90,729.40,ripe
743.60,730.10,730.60,ripe
743.50,730.30,730.10,ripe
743.40,730.20,730.10,ripe
743.30,730.20,730.30,ripe
743.50,730.00,730.10,ripe
742.90,729.70,729.50,ripe
743.60,729.90,729.50,ripe
743.10,729.90,730.20,ripe
743.00,729.20,730.10,ripe
742.90,729.70,730.10,ripe
744.00,730.60,730.30,ripe
743.00,730.40,730.70,ripe
744.00,730.10,730.70,ripe
740.60,729.80,729.90,ripe
738.90,727.50,728.20,ripe
738.70,727.90,729.10,ripe
740.50,728.80,729.60,ripe
742.00,728.60,727.70,ripe
742.00,728.60,730.00,ripe
742.50,729.70,730.30,ripe
741.90,729.80,730.10,ripe
741.90,730.00,729.90,ripe
741.80,729.30,729.80,ripe
742.30,729.50,730.00,ripe
743.00,730.00,730.10,ripe
743.00,730.50,730.40,ripe
742.90,729.90,730.50,ripe
742.50,729.50,729.70,ripe
743.20,729.80,729.60,ripe
741.80,729.50,730.10,ripe
741.60,729.00,729.70,ripe
741.40,729.40,729.20,ripe
742.10,729.70,729.60,ripe
742.00,729.40,729.40,ripe
741.60,728.90,729.20,ripe
742.20,729.00,729.00,ripe
741.70,729.10,729.40,ripe
741.30,728.80,729.50,ripe
741.70,728.60,728.40,ripe
741.90,728.80,729.10,ripe
741.90,728.70,729.10,ripe
741.70,728.60,728.50,ripe
742.00,728.40,728.40,ripe
740.60,728.60,728.40,ripe
739.90,728.30,728.70,ripe
740.60,728.00,728.30,ripe
740.40,728.40,728.60,ripe
740.60,728.30,728.80,ripe
740.60,727.80,727.80,ripe
740.90,728.00,728.40,ripe
740.10,728.40,728.10,ripe
739.70,727.80,727.90,ripe
739.70,727.40,727.70,ripe
740.00,728.10,727.70,ripe
740.10,727.50,727.60,ripe
739.60,727.10,727.60,ripe
739.90,727.70,727.70,ripe
739.40,727.40,727.70,ripe
739.00,727.00,727.40,ripe
739.00,726.70,727.20,ripe
739.30,727.10,727.30,ripe
738.50,726.70,727.30,ripe
738.40,726.50,726.70,ripe
738.30,727.10,726.70,ripe
738.70,726.80,727.20,ripe
738.60,726.30,726.30,ripe
738.50,726.40,726.30,ripe
738.30,726.10,726.60,ripe
737.90,726.20,726.50,ripe
738.60,725.90,726.00,ripe
738.50,726.80,726.90,ripe
738.50,726.40,726.70,ripe
738.70,726.30,726.90,ripe
739.00,726.90,726.50,ripe
738.50,726.40,727.00,ripe
738.60,726.00,726.10,ripe
738.60,726.10,726.00,ripe
738.60,726.80,726.60,ripe
737.70,726.00,726.40,ripe
738.30,726.30,726.30,ripe
738.30,726.30,726.20,ripe
738.20,726.20,726.50,ripe
737.60,725.90,726.60,ripe
738.10,726.10,726.30,ripe
737.10,726.30,726.70,ripe
737.00,725.90,726.50,ripe
738.40,726.40,726.50,ripe
738.70,726.10,726.20,ripe
738.10,726.20,726.50,ripe
735.40,724.80,725.40,ripe
736.30,725.00,725.10,ripe
736.30,725.40,725.60,ripe
735.80,724.30,724.80,ripe
735.90,724.70,725.20,ripe
736.30,724.80,725.40,ripe
735.80,725.10,725.30,ripe
735.40,725.00,725.10,ripe
735.80,724.60,725.00,ripe
735.70,725.40,725.50,ripe
735.60,725.00,725.00,ripe
735.50,724.50,724.80,ripe
735.80,724.80,725.10,ripe
735.80,724.80,724.70,ripe
735.30,724.30,724.70,ripe
735.10,724.00,724.10,ripe
735.30,724.20,724.50,ripe
735.20,724.30,724.30,ripe
734.20,723.90,724.60,ripe
734.20,723.50,723.90,ripe
733.70,723.50,723.70,ripe
733.50,723.30,723.70,ripe
732.70,722.50,722.50,ripe
732.70,722.20,721.90,ripe
732.60,722.40,722.70,ripe
732.20,722.60,722.90,ripe
732.10,721.90,722.40,ripe
732.10,722.50,722.20,ripe
732.40,722.30,722.50,ripe
732.40,722.60,722.30,ripe
733.10,722.00,721.80,ripe
733.30,721.30,721.40,ripe
732.60,721.80,721.80,ripe
730.70,721.30,721.50,ripe
731.90,720.90,720.90,ripe
731.60,721.50,721.20,ripe
731.80,721.30,721.60,ripe
731.80,721.40,721.50,ripe
731.30,720.60,721.00,ripe
731.10,720.70,720.70,ripe
729.40,720.50,720.80,ripe
729.30,720.30,720.50,ripe
729.50,720.10,720.00,ripe
729.40,720.20,719.70,ripe
729.70,720.30,719.70,ripe
728.50,719.60,719.70,ripe
729.20,719.30,719.80,ripe
729.30,719.00,719.10,ripe
729.50,719.20,719.20,ripe
729.70,720.10,719.90,ripe
730.40,720.00,719.90,ripe
730.80,719.70,719.60,ripe
730.30,719.60,719.40,ripe
731.00,719.00,719.10,ripe
731.10,719.00,719.20,ripe
731.10,719.10,719.40,ripe
731.30,719.70,719.60,ripe
731.60,719.90,720.00,ripe
730.50,719.80,719.90,ripe
730.20,719.80,719.70,ripe
730.20,719.30,719.60,ripe
731.00,719.80,719.60,ripe
731.10,720.10,720.90,ripe
731.40,719.60,719.60,ripe
730.80,719.90,719.60,ripe
730.00,719.50,719.60,ripe
729.10,718.80,719.30,ripe
727.50,718.20,718.20,ripe
725.90,717.70,717.90,ripe
726.80,718.30,718.80,ripe
727.10,718.70,718.60,ripe
727.30,717.90,718.30,ripe
728.00,718.20,718.50,ripe
726.90,718.00,718.00,ripe
728.10,718.30,718.40,ripe
727.90,718.10,717.80,ripe
728.10,717.30,717.70,ripe
728.20,717.70,717.90,ripe
727.70,717.40,717.50,ripe
726.70,716.80,717.00,ripe
726.90,716.60,717.40,ripe
727.20,717.60,717.80,ripe
727.00,717.80,717.50,ripe
727.20,717.10,717.30,ripe
726.20,716.50,716.70,ripe
725.00,715.70,715.80,ripe
723.20,715.50,716.80,ripe
725.30,716.60,717.50,ripe
726.20,717.30,716.90,ripe
727.70,718.20,718.70,ripe
727.60,718.30,719.60,ripe
729.40,719.70,718.50,ripe
731.30,718.50,715.40,ripe
726.00,713.10,712.20,ripe
723.80,712.90,713.10,ripe
721.50,711.40,712.40,ripe
722.00,712.50,712.70,ripe
721.30,712.70,712.60,ripe
720.80,712.20,712.50,ripe
720.70,712.30,712.50,ripe
720.40,712.00,712.30,ripe
719.70,711.80,711.80,ripe
719.60,711.70,711.90,ripe
720.30,712.50,712.30,ripe
720.10,712.00,712.30,ripe
719.90,712.00,711.70,ripe
719.90,712.20,712.00,ripe
720.70,712.10,712.20,ripe
720.60,712.20,712.40,ripe
721.00,712.00,712.10,ripe
720.80,712.20,712.10,ripe
720.70,711.90,712.00,ripe
720.20,711.30,711.20,ripe
720.60,711.70,711.10,ripe
720.30,712.40,712.20,ripe
719.80,711.70,711.70,ripe
720.20,711.20,711.10,ripe
719.90,711.40,711.40,ripe
719.70,711.50,711.80,ripe
719.90,711.30,711.30,ripe
720.10,711.60,711.40,ripe
719.50,711.50,712.20,ripe
720.20,711.30,712.00,ripe
721.50,712.10,712.10,ripe
721.70,713.10,712.50,ripe
721.50,712.60,712.70,ripe
721.90,712.60,712.80,ripe
722.30,713.00,713.00,ripe
722.10,713.00,713.00,ripe
721.80,713.10,713.90,ripe
722.50,713.70,713.20,ripe
722.50,713.70,713.30,ripe
722.00,713.00,713.20,ripe
722.10,712.80,713.70,ripe
722.30,713.20,713.40,ripe
721.00,712.70,712.60,ripe
720.40,712.40,712.40,ripe
719.20,711.50,711.30,ripe
718.60,711.90,711.80,ripe
719.10,711.90,711.70,ripe
719.30,711.90,711.40,ripe
718.30,711.50,711.50,ripe
717.50,710.90,711.10,ripe
717.80,711.80,711.50,ripe
718.20,712.50,714.10,ripe
726.30,717.10,717.30,ripe
728.00,717.20,717.20,ripe
727.50,717.90,718.00,ripe
727.00,717.60,717.50,ripe
727.40,717.20,718.20,ripe
728.20,717.50,718.10,ripe
726.60,716.90,717.70,ripe
727.50,717.70,717.10,ripe
727.40,717.80,717.30,ripe
727.50,717.80,717.90,ripe
727.60,717.40,717.60,ripe
728.20,717.40,717.40,ripe
728.40,717.70,717.70,ripe
727.90,717.50,717.90,ripe
727.80,717.20,717.50,ripe
728.50,717.40,717.40,ripe
731.10,717.30,717.30,ripe
733.00,719.30,718.70,ripe
732.40,717.90,718.60,ripe
732.80,719.00,719.20,ripe
732.30,717.70,717.50,ripe
731.90,717.60,717.70,ripe
732.40,718.10,717.20,ripe
732.40,718.30,718.30,ripe
732.70,718.50,719.10,ripe
733.50,720.60,720.80,ripe
734.70,720.30,720.80,ripe
734.40,720.50,721.20,ripe
734.20,720.30,720.50,ripe
734.40,720.00,720.30,ripe
734.60,720.70,720.30,ripe
734.50,720.70,720.50,ripe
734.70,720.60,720.40,ripe
734.50,721.00,721.00,ripe
735.10,721.40,721.60,ripe
735.10,721.30,720.70,ripe
735.30,721.10,720.90,ripe
734.80,721.10,721.20,ripe
735.50,721.50,721.40,ripe
734.90,721.20,721.90,ripe
735.50,722.90,722.80,ripe
734.40,722.60,722.80,ripe
734.90,721.90,721.80,ripe
735.50,722.00,721.70,ripe
733.70,721.80,721.40,ripe
732.70,721.30,721.70,ripe
733.60,721.40,721.00,ripe
732.30,721.00,720.80,ripe
732.60,721.60,721.10,ripe
732.30,721.00,721.10,ripe
731.70,719.80,720.30,ripe
731.20,721.10,721.40,ripe
733.60,721.50,721.80,ripe
733.20,721.40,721.10,ripe
732.90,721.50,721.60,ripe
733.30,721.50,722.10,ripe
733.90,721.00,721.20,ripe
733.80,720.60,721.20,ripe
732.40,720.90,721.10,ripe
732.00,720.90,721.50,ripe
732.10,720.90,720.80,ripe
732.80,721.10,720.90,ripe
732.30,720.70,721.00,ripe
732.50,720.70,721.10,ripe
733.10,720.70,721.20,ripe
733.60,721.40,721.30,ripe
733.80,721.00,721.30,ripe
733.70,720.60,720.80,ripe
733.40,720.30,720.70,ripe
733.00,720.40,720.80,ripe
732.40,720.00,720.30,ripe
733.10,720.40,721.10,ripe
733.10,721.00,721.30,ripe
732.40,720.60,720.80,ripe
733.40,720.50,720.60,ripe
733.80,721.00,720.70,ripe
732.90,720.20,720.50,ripe
733.10,718.70,718.60,ripe
731.70,719.10,718.90,ripe
731.70,718.60,718.60,ripe
731.80,719.60,719.80,ripe
731.90,719.50,719.80,ripe
731.80,719.60,719.50,ripe
731.30,719.90,721.00,ripe
733.00,720.40,720.60,ripe
732.80,719.80,719.70,ripe
732.10,718.80,718.20,ripe
733.00,719.70,720.00,ripe
731.90,717.00,715.50,ripe
728.00,713.10,712.30,ripe
727.60,713.90,714.80,ripe
730.50,719.00,721.30,ripe
735.50,721.70,721.70,ripe
734.70,721.00,721.70,ripe
735.40,721.10,720.10,ripe
734.70,720.80,719.80,ripe
732.70,718.50,719.80,ripe
733.30,718.90,718.70,ripe
735.60,722.10,722.30,ripe
736.00,722.90,722.80,ripe
736.20,723.10,723.30,ripe
736.80,723.00,723.30,ripe
737.60,724.60,724.70,ripe
736.80,723.40,723.60,ripe
736.40,722.60,722.80,ripe
736.50,723.20,723.30,ripe
736.70,723.50,724.10,ripe
736.80,724.20,724.40,ripe
736.40,724.20,724.00,ripe
736.50,724.10,724.20,ripe
736.30,724.40,724.70,ripe
735.80,723.90,724.90,ripe
736.70,723.80,723.50,ripe
737.10,723.90,723.70,ripe
737.00,723.90,723.90,ripe
737.10,723.50,724.30,ripe
737.40,724.30,724.70,ripe
737.10,724.60,724.60,ripe
737.40,724.00,724.70,ripe
737.10,723.50,724.40,ripe
737.50,724.20,724.20,ripe
737.60,724.50,725.00,ripe
737.40,724.50,724.90,ripe
737.80,724.60,724.40,ripe
737.20,723.80,724.40,ripe
737.40,724.50,724.30,ripe
737.40,724.70,724.80,ripe
737.50,724.60,724.10,ripe
737.20,723.70,724.50,ripe
737.00,724.40,724.30,ripe
726.60,724.30,726.40,unripe
743.20,727.50,726.60,unripe
740.70,722.60,722.70,unripe
739.80,722.90,723.30,unripe
740.20,724.00,725.00,unripe
742.40,726.20,725.60,unripe
742.40,726.30,726.30,unripe
742.10,725.70,726.10,unripe
742.20,726.00,725.90,unripe
742.00,725.50,724.40,unripe
739.90,724.40,725.70,unripe
740.60,725.40,726.00,unripe
740.20,724.50,725.40,unripe
740.70,724.70,725.20,unripe
740.00,725.20,722.50,unripe
736.20,722.70,721.60,unripe
736.90,724.70,727.70,unripe
744.20,727.60,730.00,unripe
